CG00000-RA		NaN	NaN	0.0	0.0	0.0	0.0	0.0	0.0
CG00000-RB		NaN	NaN	0.0	0.0	0.0	0.0	0.0	0.0
CG10000-RA	CG10000	0.00260291517054658	0.11696402298474447	5.398492068643045e-06	4.848584104909372e-06	3.939862313974887e-06	1.764743308530748e-06	1.2870178723789642e-06	1.8728334091590517e-06
CG10001-RA	AstA-R2	0.520776744383192	0.8544320547081983	5.2646183517473945e-06	4.379402071413069e-06	5.443505970263156e-06	5.602341035089057e-06	5.285225400298354e-06	4.988197521125442e-06
CG10002-RA	fkh	NaN	NaN	0.0	0.0	0.0	0.0	0.0	0.0
CG10002-RB	fkh	0.329642658415743	0.8146265090415283	4.076011134961347e-06	4.073387280446645e-06	4.4696608962242285e-06	3.22433363414087e-06	4.362066345192748e-06	3.853607629244634e-06
CG10005-RA	CG10005	0.2513254075273076	0.7406689807874565	2.9520022275704623e-06	2.453899125735576e-06	1.4212608889370036e-06	2.2138155961905533e-06	6.899674760802486e-07	1.3901841809319012e-06
CG10006-RA	CG10006	NaN	NaN	0.0	0.0	0.0	0.0	0.0	0.0
CG10006-RB	CG10006	0.03577333127178785	0.3471950658571008	2.2219752661304676e-06	1.8441206938108073e-06	1.4072761790239934e-06	3.4242400015533183e-06	3.7837575000202548e-06	2.488297960877198e-06
CG10007-RA	Tango9	0.013904707854600247	0.23896582130467373	9.495888147859513e-05	0.00010727562832831369	9.859393726088899e-05	8.247055540859825e-05	7.811006802125147e-05	6.723047672412901e-05
CG10009-RA	Noa36	0.4044597961290182	0.7889462689924059	4.6652288019671914e-05	6.304722387350884e-05	4.929329342500898e-05	6.0423246395344124e-05	5.329318266179903e-05	6.109438907507992e-05
CG10011-RA	CG10011	0.9005442019495249	0.9851545937646158	4.763149646386293e-06	3.993166562222654e-06	6.794509995941935e-06	3.6731352531169e-06	5.606883307225319e-06	6.761434364040464e-06
CG10013-RA	CG10013	0.8774722297999243	0.9776749275614262	7.1897740968917065e-06	8.037208934291239e-06	7.740083001198356e-06	5.209259257241816e-06	5.7028912875453125e-06	1.1114639676902875e-05
CG10014-RA	CG10014	0.9233511276478021	0.9945551583093978	8.476153454899011e-05	0.0001057813489354917	9.263324979663011e-05	8.127593746237029e-05	8.070236358790604e-05	0.00012619694145737495
CG10016-RA	drm	0.2779038992477407	0.7649906136280071	1.0903254882442783e-06	6.970267116091539e-07	7.569510447919582e-07	9.165152715823552e-07	9.670279137659062e-07	1.4807997270602414e-06
CG10016-RB	drm	0.001985218827485553	0.10235370333709726	4.072291593371967e-08	0.0	0.0	1.5974570487633808e-07	1.6180790226747297e-07	1.2225727690814378e-07
CG10018-RA	Snm1	0.0003790795485261182	0.053559566211949815	3.5085327416986633e-06	3.3715017763876644e-06	3.302398053519033e-06	4.2665569777258006e-06	4.391338823254366e-06	4.494176238434143e-06
CG10019-RB	CG10019	0.08486661530836612	0.496626859952661	7.42389943778249e-07	7.993219049736767e-07	9.765457817396635e-07	9.620687410276013e-07	1.422226208182657e-06	1.7246540855091938e-06
CG10021-RA	bowl	0.30623008121344625	0.7917903947475593	2.5997322836770037e-07	2.939053967213383e-07	5.319547381587279e-08	3.059427769035655e-07	3.6154098048187805e-07	2.3414545525903527e-07
CG10021-RB	bowl	7.272087092445992e-09	1.526514967662877e-05	0.0	0.0	0.0	2.534273928115076e-08	2.5669895062085577e-08	2.5860553778728226e-08
CG10021-RC	bowl	NaN	NaN	0.0	0.0	0.0	0.0	0.0	0.0
CG10021-RD	bowl	0.645298433174581	0.9009896595464931	1.2483579623050005e-07	4.7043195494288696e-08	1.2771890727668965e-07	4.896992714150816e-08	2.4801046109791546e-07	9.994100640298824e-08
CG10023-RA	Fak	NaN	NaN	0.0	0.0	0.0	0.0	0.0	0.0
CG10023-RB	Fak	NaN	NaN	0.0	0.0	0.0	0.0	0.0	0.0
CG10023-RC	Fak	NaN	NaN	0.0	0.0	0.0	0.0	0.0	0.0
CG10023-RD	Fak	0.49673498187552556	0.8453814945192232	7.303899018809902e-07	7.033925520221176e-07	8.136813933141687e-07	4.45687658900066e-07	7.094075257193611e-07	8.283750662205464e-07
CG10023-RE	Fak	NaN	NaN	0.0	0.0	0.0	0.0	0.0	0.0
CG10026-RA	CG10026	0.24894789823276414	0.7389980639661083	5.164933018993972e-07	3.2439273705169853e-07	3.5228122128538156e-07	1.6883938826588298e-07	3.420379565957589e-07	3.445783845051795e-07
CG10026-RB	CG10026	0.35201353285636905	0.828658579268101	1.1860216562134305e-07	5.586763804779252e-08	6.067065477692681e-08	1.1631157858316381e-07	4.712522957541567e-07	5.9344055109225355e-08
CG10026-RC	CG10026	NaN	NaN	0.0	0.0	0.0	0.0	0.0	0.0
